"","date_flown","aircraft_type","country","type_of_travellers","departing_dest","layover","arriving_dest","seat_types","seat_comfort","cabin_staff_service","ground_service","food_beverages","wifi_connectivity","inflight_entertainment","value_for_money","recommended"
"739","Jul-19",NA,"Malaysia","Solo Leisure","Edinburgh","London","Kuala Lumpur","Economy Class",5,5,5,5,NA,5,5,"yes"
"740","Jul-19",NA,"United Kingdom","Business","London City",NA,"Amsterdam","Business Class",3,3,1,NA,NA,NA,1,"no"
"741","Feb-19",NA,"Taiwan","Solo Leisure","Dublin","London","Mauritius","Economy Class",NA,NA,NA,NA,NA,NA,1,"no"
"742","Aug-19","Boeing 777-200","China","Family Leisure","London",NA,"Shanghai","First Class",5,5,5,4,3,3,5,"yes"
"743","Aug-19",NA,"United States","Business","Chicago","Barcelona","Heathrow","Business Class",3,3,1,3,4,4,3,"no"
"744","Nov-18",NA,"United Kingdom","Family Leisure","New Orleans",NA,"London","Economy Class",5,5,5,5,5,5,5,"yes"
"745","Jun-19","Boeing 747","United States","Family Leisure","Boston","London","Copenhagen","Premium Economy",1,1,1,1,1,1,1,"no"
"746","Aug-19",NA,"Hong Kong","Couple Leisure","Hong Kong","London ","Copenhagen","Economy Class",3,2,1,NA,NA,NA,2,"no"
"747","Jul-19","Boeing 777-200","United Kingdom","Business","London Gatwick",NA,"San Jose Costa Rica","Business Class",1,3,5,4,1,1,1,"no"
"748","Aug-19","Boeing 777","United Kingdom","Solo Leisure","London",NA,"Dubai","Economy Class",3,4,1,3,NA,3,3,"no"
"749","Aug-19","Airbus A340-300","Canada","Family Leisure","Toronto",NA,"Pisa London Heathrow","Business Class",4,5,5,5,NA,5,5,"yes"
"750","Aug-19","Airbus A320","United Kingdom","Family Leisure","London Heathrow",NA,"Venice Marco Polo","Economy Class",4,5,4,NA,4,NA,4,"yes"
"751","Aug-19",NA,"United States","Couple Leisure","Chicago",NA,"London","Premium Economy",2,4,1,2,4,2,3,"no"
"752","Aug-19","Airbus A321neo","United Kingdom","Family Leisure","London",NA,"Larnaca","Economy Class",1,3,2,NA,NA,NA,1,"no"
"753","Jul-19","Boeing 777-200","United Kingdom","Family Leisure","Gatwick",NA,"Orlando","Economy Class",4,5,5,4,NA,4,4,"yes"
"754","Aug-19","Airbus A320","Hong Kong","Family Leisure","London",NA,"Munich","Economy Class",4,4,2,NA,NA,NA,3,"yes"
"755","Jun-19",NA,"United Kingdom","Business","London",NA,"Glasgow","Economy Class",2,2,1,3,NA,NA,1,"no"
"756","Aug-19",NA,"Australia","Business","London",NA,"Hong Kong","Business Class",1,5,4,3,NA,3,1,"no"
"757","Jul-19","Airbus A320","Slovakia","Solo Leisure","Vienna",NA,"Heathrow","Economy Class",4,5,5,5,NA,3,4,"yes"
"758","Aug-19","Airbus A321","United Kingdom","Couple Leisure","Malaga",NA,"London ","Business Class",1,2,1,2,1,1,1,"no"
"759","Aug-19",NA,"Australia","Couple Leisure","Sydney",NA,"Singapore","Business Class",1,4,1,3,1,3,1,"no"
"760","Aug-19",NA,"United Kingdom","Solo Leisure","London Heathrow",NA,"Inverness","Economy Class",2,3,1,NA,NA,NA,1,"no"
"761","Aug-19",NA,"United Kingdom","Solo Leisure","Heathrow",NA,"Glasgow","Economy Class",1,1,1,NA,NA,NA,1,"no"
"762","Aug-19",NA,"United Kingdom","Solo Leisure","Inverness","London","Vancouver","Economy Class",2,2,1,1,1,1,1,"no"
"763","Aug-19",NA,"United Kingdom","Couple Leisure","London Heathrow",NA,"Brussels","Economy Class",2,4,1,2,NA,1,1,"no"
"764","Aug-19",NA,"United Kingdom","Solo Leisure","London",NA,"Nice","Economy Class",NA,NA,1,NA,NA,NA,1,"no"
"765","Aug-19","Airbus A320","United Kingdom","Couple Leisure","Palma",NA,"London Heathrow","Business Class",1,1,1,1,1,1,1,"no"
"766","Aug-19",NA,"United Kingdom","Couple Leisure","London City",NA,"Ibiza","Economy Class",3,2,2,1,NA,NA,2,"no"
"767","Aug-19",NA,"United Kingdom","Family Leisure","London",NA,"Faro","Economy Class",NA,NA,NA,NA,NA,NA,1,"no"
"768","Jul-19",NA,"United Kingdom","Couple Leisure","Calgary",NA,"London","Economy Class",3,1,5,1,NA,4,3,"no"
"769","Jul-19","Airbus A321-200","United Kingdom","Family Leisure","London Heathrow",NA,"Sofia","Economy Class",5,5,4,4,NA,NA,4,"yes"
"770","Jul-19",NA,"Kuwait","Solo Leisure","Nice","London","Kuwait","Business Class",1,1,1,NA,NA,NA,1,"no"
"771","Jul-19","Boeing 777","United Kingdom","Couple Leisure","Buenos Aires",NA,"London Heathrow","Economy Class",3,5,4,4,NA,2,4,"yes"
"772","Jul-19","Boeing 777-300ER","Hong Kong","Family Leisure","Hong Kong",NA,"London","Economy Class",4,3,2,3,2,3,3,"yes"
"773","Jul-19",NA,"United Kingdom","Business","London Heathrow",NA,"Las Vegas","Premium Economy",3,4,1,4,1,4,3,"no"
"774","Jul-19","Airbus A320","United Kingdom","Solo Leisure","London Heathrow",NA,"Malaga","Business Class",2,1,3,1,NA,NA,1,"no"
"775","Jun-19","Boeing 777-200","United Kingdom","Business","London",NA,"Delhi","Economy Class",1,1,3,3,NA,2,2,"no"
"776","Jul-19",NA,"South Africa","Solo Leisure","Seattle","London","Durban","Economy Class",4,5,5,3,NA,4,5,"yes"
"777","Jul-19","Boeing 747-400","United Kingdom","Family Leisure","London Heathrow",NA,"Austin","Economy Class",1,3,3,1,1,1,2,"no"
"778","Jul-19","Airbus A320","United States","Business","Mykonos",NA,"London","Business Class",2,1,1,NA,NA,NA,1,"no"
"779","Jul-19","Boeing 737-800","Thailand","Family Leisure","Johannesburg OR Tambo",NA,"Cape Town","Economy Class",4,5,5,5,NA,5,5,"yes"
"780","Jul-19","Boeing 777-200","United Kingdom","Family Leisure","Grenada",NA,"Gatwick","Economy Class",1,4,4,3,NA,5,3,"yes"
"781","Jul-19",NA,"United Kingdom","Family Leisure","Prague",NA,"London","Economy Class",1,1,1,NA,NA,NA,1,"no"
"782","Jul-19","Boeing 777","United Arab Emirates","Solo Leisure","London",NA,"Dubai","Premium Economy",5,5,5,3,5,5,5,"yes"
"783","Jul-19",NA,"Israel","Family Leisure","Tel Aviv","London","Toronto","Economy Class",4,5,4,4,NA,4,5,"yes"
"784","Jul-19","Airbus A321","New Zealand","Solo Leisure","Heathrow",NA,"Manchester","Business Class",2,3,1,NA,NA,NA,1,"no"
"785","Jun-19","Airbus A320","Belgium","Solo Leisure","Brussels","London","Larnaca","Business Class",3,4,4,4,NA,NA,4,"yes"
"786","Jul-19","Airbus A320","Australia","Couple Leisure","Stockholm",NA,"London","Business Class",2,1,3,1,NA,NA,1,"no"
"787","Jul-19",NA,"United Kingdom","Business","Toronto",NA,"London","Business Class",2,1,1,3,NA,NA,1,"no"
"788","Jul-19","Boeing 737","United Kingdom","Family Leisure","Orlando",NA,"London","Premium Economy",3,4,3,1,1,3,3,"yes"
"789","Jul-19","Airbus A320","Australia","Couple Leisure","Lisbon",NA,"London","Business Class",1,1,2,1,NA,NA,1,"no"
"790","Sep-18","Airbus A320","United Kingdom","Solo Leisure","Heathrow",NA,"Marseille","Economy Class",1,1,1,1,1,1,1,"no"
"791","Jul-19","Airbus A320","Canada","Business","Madrid",NA,"London","Business Class",3,1,1,NA,NA,NA,1,"no"
"792","Jul-19",NA,"United States","Family Leisure","Gatwick",NA,"Glasgow","Economy Class",1,1,1,NA,NA,NA,1,"no"
"793","Jul-19",NA,"United Kingdom","Couple Leisure","Frankfurt",NA,"London","Economy Class",3,1,1,NA,NA,NA,1,"no"
"794","Jul-19",NA,"United Kingdom","Couple Leisure","London",NA,"Olbia","Economy Class",2,1,2,1,1,NA,1,"no"
"795","Jul-19",NA,"United Kingdom","Solo Leisure","Rotterdam",NA,"London City","Economy Class",3,4,1,3,NA,NA,2,"no"
"796","Jul-19","Airbus A320neo","United Kingdom","Business","Dublin",NA,"London","Economy Class",4,4,4,NA,NA,NA,4,"yes"
"797","Jul-19","Boeing 777-200","United Kingdom","Couple Leisure","Barbados",NA,"Gatwick","Economy Class",3,1,3,1,NA,4,3,"no"
"798","Jun-19","Airbus A380","United Kingdom","Solo Leisure","London Heathrow",NA,"Singapore","Economy Class",5,5,5,5,NA,5,5,"yes"
"799","Jun-19","Airbus A321","Spain","Business","Madrid",NA,"London Heathrow","Economy Class",1,1,1,1,NA,NA,1,"no"
"800","Jun-19",NA,"United Kingdom","Solo Leisure","London Heathrow",NA,"Oslo","Economy Class",4,5,4,5,NA,NA,4,"yes"
"801","Jun-19","Airbus A319","Germany","Business","Hamburg","London Heathrow","Abu Dhabi","Economy Class",1,2,1,2,1,2,3,"no"
"802","Jun-19","Boeing 777-200","United States","Solo Leisure","New York","London","Glasgow","Economy Class",3,3,3,3,NA,4,4,"yes"
"803","Jun-19",NA,"United Kingdom","Family Leisure","London Heathrow",NA,"New York ","Economy Class",5,5,5,5,5,1,5,"yes"
"804","Jun-19","Boeing 777-200","United Kingdom","Family Leisure","Gatwick",NA,"Bermuda","Business Class",4,5,3,5,2,5,5,"yes"
"805","Jun-19","Airbus A320","United Kingdom","Couple Leisure","London Heathrow",NA,"Larnaca","Business Class",4,5,5,5,NA,NA,5,"yes"
"806","Jun-19","Airbus A320-200","United Kingdom","Couple Leisure","Gatwick",NA,"Cagliari","Economy Class",3,2,4,1,NA,NA,1,"yes"
"807","Jun-19","Airbus A320","United Kingdom","Couple Leisure","Heathrow",NA,"Kalamata","Economy Class",5,4,3,3,NA,NA,3,"yes"
"808","Jun-19",NA,"United Kingdom","Business","London",NA,"Gothenburg","Economy Class",NA,NA,2,NA,NA,NA,2,"no"
"809","Feb-19","Airbus A320","Australia","Solo Leisure","Amsterdam",NA,"London","Economy Class",NA,NA,1,NA,NA,NA,1,"no"
"810","Jun-19","Airbus A321neo","United Kingdom","Business","Istanbul",NA,"London","Economy Class",1,4,4,2,NA,NA,3,"yes"
"811","Oct-18","Airbus A321","United Kingdom","Family Leisure","Manchester","London ","Kuala Lumpur","Economy Class",2,2,3,2,3,4,3,"no"
"812","Jan-19",NA,"United States","Solo Leisure","London",NA,"Dusseldorf","Economy Class",3,3,5,3,NA,NA,4,"no"
"813","Jun-19","Boeing 787","United Kingdom","Solo Leisure","London",NA,"Seoul ","Business Class",1,1,1,2,1,1,1,"no"
"814","Jun-19","Airbus A380","United Kingdom","Solo Leisure","London",NA,"Vancouver","Economy Class",2,4,3,4,1,2,3,"no"
"815","Jun-19",NA,"United Kingdom","Solo Leisure","Newcastle","London","Delhi","Economy Class",2,2,1,2,NA,1,1,"no"
"816","Jun-19","Boeing 747","United States","Business","Miami","London Heathrow","Delhi","Business Class",1,3,2,3,NA,NA,1,"no"
"817","Jun-19",NA,"Australia","Solo Leisure","London","Singapore","Sydney","Economy Class",3,3,1,1,NA,5,2,"no"
"818","May-19",NA,"United States","Couple Leisure","Phoenix","London","Amsterdam","Economy Class",1,3,4,1,NA,1,3,"no"
"819","Jun-19","Boeing 777","United States","Solo Leisure","Tel Aviv","London","New York","Economy Class",3,4,3,1,NA,5,3,"no"
"820","Apr-19","Airbus A319","United States","Solo Leisure","Belfast ","London","Atlanta","Economy Class",3,4,3,2,NA,3,2,"no"
"821","Jun-19",NA,"Spain","Family Leisure","Buenos Aires",NA,"London","Economy Class",5,5,5,NA,NA,5,5,"yes"
"822","May-19","Boeing 787-9","United Kingdom","Business","London",NA,"Nashville","Business Class",1,1,1,1,1,1,1,"no"
"823","Jun-19","Boeing 747-400","Qatar","Solo Leisure","London",NA,"Washington","First Class",5,5,5,5,NA,3,5,"yes"
"824","Jun-19",NA,"United Kingdom","Couple Leisure","Newcastle","London","Berlin","Economy Class",3,3,1,NA,NA,NA,1,"no"
"825","May-19",NA,"United Kingdom","Family Leisure","Gatwick",NA,"Madrid","Economy Class",2,2,1,NA,NA,NA,1,"no"
"826","May-19",NA,"United States","Couple Leisure","London",NA,"Tampa","Economy Class",1,1,1,1,NA,1,1,"no"
"827","Jun-19",NA,"India","Business","London",NA,"Bengaluru","Economy Class",4,3,3,4,3,3,4,"yes"
"828","May-19",NA,"United Kingdom","Couple Leisure","London",NA,"Delhi","First Class",4,5,4,4,3,4,4,"yes"
"829","May-19",NA,"United Kingdom","Couple Leisure","London Heathrow",NA,"Dubai","Economy Class",NA,NA,NA,NA,NA,NA,1,"no"
"830","May-19","Boeing 747","United Kingdom","Couple Leisure","London",NA,"Seattle","Economy Class",4,5,5,4,NA,NA,5,"yes"
"831","May-19",NA,"South Africa","Couple Leisure","Johannesburg",NA,"London","Economy Class",3,4,4,3,NA,5,5,"no"
"832","May-19","Airbus A319","United Kingdom","Business","London",NA,"Milan","Economy Class",3,5,4,3,NA,NA,3,"yes"
"833","May-19","Boeing 737-400","South Africa","Couple Leisure","Durban","Johannesburg","Leeds","Business Class",4,5,5,5,NA,5,5,"yes"
"834","May-19","Boeing 787","United States","Couple Leisure","London Heathrow",NA,"Los Angeles","Business Class",4,5,5,5,NA,5,4,"yes"
"835","May-19","Boeing 747","United Kingdom","Couple Leisure","Cape Town",NA,"London Heathrow","Business Class",3,4,4,4,NA,3,3,"yes"
"836","May-19","Airbus A321","United Kingdom","Business","Sofia","London","Belfast","Economy Class",1,1,1,1,NA,NA,1,"no"
"837","May-19","Boeing 777-200","United Kingdom","Couple Leisure","Lima",NA,"Gatwick","Economy Class",2,4,4,4,NA,1,3,"no"
"838","May-19",NA,"United Kingdom","Solo Leisure","Inverness","Singapore","Auckland","Economy Class",1,5,4,4,1,4,2,"no"
"839","May-19",NA,"Australia","Solo Leisure","Heathrow",NA,"Singapore","Business Class",3,3,3,2,NA,4,3,"no"
"840","May-19",NA,"United Kingdom","Business","Lyon",NA,"London","Economy Class",4,3,1,2,NA,NA,3,"no"
"841","May-19","Boeing 777-200","United Kingdom","Couple Leisure","Gatwick",NA,"Barbados","Economy Class",3,1,3,2,NA,4,3,"no"
"842","May-19",NA,"United Kingdom","Couple Leisure","Marseille",NA,"London","Economy Class",3,1,1,3,NA,NA,2,"no"
"843","May-19",NA,"Canada","Family Leisure","London",NA,"Chennai","Business Class",4,5,5,5,NA,5,4,"yes"
"844","May-19","Airbus A320","United Kingdom","Solo Leisure","Gatwick",NA,"Malaga","Economy Class",5,5,4,4,NA,NA,5,"yes"
"845","May-19","Airbus A380","United States","Solo Leisure","Boston",NA,"London Heathrow","Economy Class",4,4,4,3,NA,3,4,"yes"
"846","May-19","Boeing 747-400","United Kingdom","Couple Leisure","London",NA,"Cape Town","First Class",4,4,3,4,NA,3,3,"yes"
"847","May-19",NA,"United Kingdom","Couple Leisure","New York",NA,"Heathrow ","Economy Class",3,5,2,3,NA,5,3,"yes"
"848","May-19","Airbus A321","United Kingdom","Business","London",NA,"Aberdeen","Economy Class",2,2,1,NA,NA,NA,1,"no"
"849","May-19","Airbus A319","United Kingdom","Business","Gatwick",NA,"Dubrovnik","Business Class",1,3,1,NA,NA,NA,1,"no"
"850","Mar-19",NA,"United Kingdom","Couple Leisure","London",NA,"Shanghai","Premium Economy",1,1,1,1,NA,1,1,"no"
"851","May-19","Airbus A320","United Kingdom","Business","Faro",NA,"Heathrow","Business Class",3,4,1,4,NA,NA,2,"no"
"852","May-19","Airbus A380","United Kingdom","Couple Leisure","Vancouver",NA,"London","Economy Class",4,5,4,4,4,3,4,"yes"
"853","May-19",NA,"United Kingdom","Couple Leisure","Gatwick",NA,"Tenerife","Business Class",1,4,1,1,NA,NA,1,"no"
"854","May-19","Boeing 747-400","United Kingdom","Business","Washington",NA,"London","First Class",4,4,3,4,1,4,4,"yes"
"855","May-19","Embraer","United Kingdom","Solo Leisure","Rome Fiumicino",NA,"London City","Economy Class",5,5,5,5,NA,NA,5,"yes"
"856","Apr-19","Boeing 777-200","United Kingdom","Business","London",NA,"Shanghai","Business Class",2,1,3,1,NA,1,2,"no"
"857","May-19",NA,"United States","Couple Leisure","Seattle",NA,"London","Economy Class",3,5,1,2,NA,2,1,"no"
"858","Apr-19",NA,"United Kingdom","Business","London City",NA,"Zurich","Economy Class",5,5,4,5,NA,NA,5,"yes"
"859","Apr-19",NA,"Romania","Couple Leisure","Bucharest",NA,"London","Economy Class",3,3,1,NA,NA,NA,1,"no"
"860","Dec-18","Boeing 787","Canada","Solo Leisure","London",NA,"Calgary","Business Class",5,5,1,5,NA,5,5,"yes"
"861","Apr-19","Boeing 747","United Kingdom","Couple Leisure","Vancouver",NA,"London","Business Class",5,5,5,5,NA,5,5,"yes"
"862","Apr-19",NA,"United Kingdom","Couple Leisure","Miami",NA,"London Heathrow","Business Class",4,5,4,4,NA,3,4,"yes"
"863","Apr-19",NA,"United Kingdom","Solo Leisure","Houston",NA,"London Heathrow","Economy Class",2,1,2,1,NA,NA,2,"no"
"864","Apr-19",NA,"Australia","Business","London",NA,"Delhi","Business Class",2,2,3,2,NA,2,2,"no"
"865","Apr-19",NA,"United Kingdom","Business","Bucharest",NA,"London","Economy Class",2,2,1,NA,NA,NA,1,"no"
"866","Apr-19","Boeing 777-200","India","Couple Leisure","London Heathrow",NA,"Bengaluru","Economy Class",3,5,5,4,NA,2,5,"yes"
"867","Apr-19",NA,"United Kingdom","Business","Madrid",NA,"London","Business Class",1,1,1,NA,NA,NA,1,"no"
"868","Apr-19","Airbus A319","United Kingdom","Solo Leisure","Dublin",NA,"London Heathrow","Economy Class",4,3,4,1,NA,NA,3,"yes"
"869","Apr-19","Boeing 747-400","United States","Business","London",NA,"Seattle","Business Class",4,2,3,3,NA,3,2,"no"
"870","Apr-19","Airbus A320","United Kingdom","Family Leisure","London",NA,"Gibraltar","Business Class",4,5,4,5,NA,NA,5,"yes"
"871","Mar-19","Boeing 747","United States","Business","London",NA,"Boston","Business Class",2,3,4,4,NA,1,2,"no"
"872","Apr-19","Boeing 787-9","Qatar","Family Leisure","London",NA,"Doha","Business Class",3,4,5,3,NA,1,4,"yes"
"873","Apr-19","Boeing 747","United Kingdom","Couple Leisure","London Heathrow",NA,"Houston","Economy Class",5,5,4,5,NA,4,4,"yes"
"874","Mar-19","Airbus A320","United Kingdom","Business","Larnaca",NA,"London","Business Class",1,4,3,4,NA,NA,1,"no"
"875","Apr-19",NA,"United Kingdom","Solo Leisure","Zurich",NA,"London","Economy Class",4,1,3,1,NA,NA,2,"no"
"876","Apr-19",NA,"United Kingdom","Solo Leisure","London",NA,"Pisa","Economy Class",5,4,3,2,NA,NA,3,"yes"
"877","Nov-18","Boeing 787-9","United Kingdom","Couple Leisure","London",NA,"Tokyo Narita","First Class",5,5,5,5,NA,5,5,"yes"
"878","Mar-19",NA,"United Kingdom","Couple Leisure","Bridgetown",NA,"Gatwick","Business Class",4,1,4,2,NA,NA,1,"no"
"879","Apr-19","Boeing 777","United Kingdom","Couple Leisure","St Lucia",NA,"Gatwick","Economy Class",1,2,1,1,NA,1,1,"no"
"880","Apr-19","Airbus A380","United Kingdom","Solo Leisure","Chicago",NA,"London","Economy Class",1,1,1,1,NA,NA,1,"no"
"881","Sep-18",NA,"India","Family Leisure","London",NA,"Bangalore","Economy Class",3,1,2,1,NA,NA,3,"no"
"882","Apr-19","Airbus A320","Germany","Solo Leisure","Hamburg","Heathrow","Abu Dhabi","Economy Class",1,3,3,2,NA,NA,4,"no"
"883","Mar-19",NA,"United Kingdom","Couple Leisure","London",NA,"Seville","Economy Class",NA,NA,4,NA,NA,NA,4,"yes"
"884","Mar-19","Boeing 787-9","Qatar","Family Leisure","Doha","London","Paris","Business Class",5,4,4,2,NA,2,3,"yes"
"885","Mar-19","Airbus A320neo","United Kingdom","Couple Leisure","Madrid",NA,"London","Business Class",3,5,4,5,NA,NA,4,"yes"
"886","Mar-19",NA,"United Kingdom","Couple Leisure","Tokyo",NA,"London","Economy Class",2,3,3,1,NA,2,2,"no"
"887","Mar-19","Boeing 747-400","United Kingdom","Solo Leisure","London",NA,"Vancouver ","Economy Class",3,5,4,4,NA,4,4,"yes"
"888","Mar-19","Boeing 777","United Kingdom","Solo Leisure","London",NA,"Mumbai ","First Class",4,5,4,2,NA,3,4,"yes"
"889","Mar-19","Boeing 777","United States","Business","London",NA,"Chicago ","First Class",2,2,2,1,NA,1,2,"no"
"890","Sep-18",NA,"United Kingdom","Solo Leisure","Leeds Bradford","Heathrow","Las Vegas","Economy Class",3,5,5,3,NA,4,3,"yes"
"891","Mar-19",NA,"Norway","Solo Leisure","Dallas",NA,"London Heathrow","First Class",2,1,3,3,NA,3,1,"no"
"892","Mar-19",NA,"United Kingdom","Couple Leisure","Tenerife",NA,"Heathrow","Economy Class",1,4,2,1,NA,NA,1,"no"
"893","Mar-19","Airbus A320","United Kingdom","Business","London Heathrow",NA,"Larnaca Cyprus","Economy Class",2,3,1,1,NA,NA,1,"no"
"894","Mar-19","Boeing 787","United Kingdom","Couple Leisure","Los Angeles",NA,"London","Business Class",4,5,4,5,NA,5,5,"yes"
"895","Mar-19",NA,"United States","Solo Leisure","London",NA,"Phoenix","Economy Class",2,5,1,5,NA,5,2,"no"
"896","Apr-18",NA,"United Kingdom","Business","San Francisco",NA,"London","Business Class",NA,NA,NA,NA,NA,NA,1,"no"
"897","Mar-19","Airbus A321","United Kingdom","Solo Leisure","Rome",NA,"London","Economy Class",5,4,5,1,NA,NA,5,"yes"
"898","Mar-19","Airbus A319","United Kingdom","Business","Cologne",NA,"Gatwick","Economy Class",3,2,1,NA,NA,NA,2,"no"
"899","Mar-19","Boeing 777","United States","Couple Leisure","Tampa",NA,"Gatwick","Economy Class",2,2,1,2,NA,2,1,"no"
"900","Mar-19","Airbus A320","United Kingdom","Business","London Heathrow",NA,"Madrid ","Economy Class",5,5,5,NA,NA,NA,5,"yes"
"901","Feb-19","Boeing 777","United Kingdom","Couple Leisure","Gatwick",NA,"St Lucia","Business Class",2,1,3,1,1,1,1,"no"
"902","Feb-19","Boeing 777","United Kingdom","Business","London",NA,"Austin","Economy Class",4,5,5,3,NA,4,4,"yes"
"903","Mar-19","Airbus A320","United Kingdom","Family Leisure","London",NA,"Pisa","Business Class",1,4,3,2,NA,NA,1,"no"
"904","Mar-19","Boeing 777","United States","Couple Leisure","Edinburgh","London","Boston","Economy Class",1,2,1,1,NA,1,1,"no"
"905","Feb-19","Boeing 777","United Kingdom","Couple Leisure","Gatwick",NA,"Mauritius","Economy Class",1,3,2,2,NA,1,2,"no"
"906","Feb-19",NA,"United Kingdom","Family Leisure","Heathrow",NA,"New York","Economy Class",4,5,5,5,NA,3,5,"yes"
"907","Feb-19",NA,"United Kingdom","Solo Leisure","Gatwick",NA,"Cape Town","Economy Class",1,4,4,1,NA,1,3,"no"
"908","Feb-19",NA,"United States","Business","New York","London","Venice","Business Class",1,2,1,1,2,4,1,"no"
"909","Feb-19","Boeing 747-400","United Kingdom","Business","Chicago",NA,"London Heathrow","Business Class",1,1,1,1,1,1,1,"no"
"910","Feb-19","Boeing 747-400","United Kingdom","Business","London",NA,"Chicago","First Class",1,2,1,1,1,1,1,"no"
